Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country,ID
20048000,9978791,10069210,19.3,7.5,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,61088384037,1.648083824,-16924339690,23492821748,7359.088188,21.92991078,85.66560059,1966,Canada,289
19678000,9786254,9891746,21.3,7.6,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,54515179581,1.648083824,-16924339690,23492821748,6909.89938,21.92991078,86.21466225,1965,Canada,290
19325000,9600426,9724573,23.4,7.5,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,49377522897,1.648083824,-16924339690,23492821748,6468.926261,21.92991078,85.42013111,1964,Canada,291
18964000,9409673,9554327,24.6,7.8,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,45029988561,1.648083824,-16924339690,23492821748,5966.04092,21.92991078,85.34441854,1963,Canada,292
18614000,9223459,9390542,25.2,7.7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,42227447632,1.648083824,-16924339690,23492821748,5791.12496,21.92991078,84.33321619,1962,Canada,293
18271000,9040809,9230191,26,7.7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,40934952064,1.648083824,-16924339690,23492821748,5605.111926,21.92991078,83.65489981,1961,Canada,294
17909356,8850971,9058385,26.7,7.8,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,40461721693,1.648083824,-16924339690,23492821748,5630.520718,21.92991078,83.19244103,1960,Canada,295
66460344,33662065,32798279,11,9.2,11,18.12999916,1.070000052,0.620000005,7.449999809,4,2.88E+12,0.927873912,-39229883075,16317101948,4908.445553,10.99,91.71115685,2018,Great Britain,296
66058859,33477363,32581496,11.4,9.2,11,18.26000023,1.159999967,0.649999976,7.670000076,4.329999924,2.68E+12,2.018575563,-28893082281,15896986741,4908.445553,9.7,91.71115685,2017,Great Britain,297
65611593,33270675,32340918,11.8,9.1,11,18.46999931,1.129999995,0.629999995,7.610000134,4.809999943,2.70E+12,0.990839431,-63118855915,15477270586,4908.445553,8.6,91.71115685,2016,Great Britain,298
65116219,33041408,32074811,11.9,9.2,11,18.65999985,1.139999986,0.649999976,7.670000076,5.300000191,2.93E+12,2.432154714,-63810692067,18473888201,4908.445553,8.61,80.35177127,2015,Great Britain,299
64602298,32802913,31799385,12,8.8,11,18.96999931,1.25999999,0.709999979,7.940000057,6.110000134,3.07E+12,3.14538018,-54795748845,22840749218,5130.390253,7.36,82.7165785,2014,Great Britain,300
64128273,32584323,31543950,12.1,9,11,18.87000084,1.059999943,0.600000024,7.679999828,7.519999981,2.79E+12,1.275048401,-49434029713,17640605651,5409.626422,6.02,83.5597408,2013,Great Britain,301
63700215,32390769,31309446,12.8,8.9,11,19.06999969,1.190000057,0.689999998,7.650000095,7.880000114,2.71E+12,-0.322068347,-25126096925,17050866981,5449.259473,4.77,85.13981223,2012,Great Britain,302
63258810,32189405,31069406,12.8,8.7,11,19.18000031,1.220000029,0.660000026,7.510000229,8.039999962,2.67E+12,0.210979007,11168953545,18180191633,5471.933475,4.44,85.56318573,2011,Great Britain,303
62766365,31960504,30805860,12.9,8.9,11,19.20999908,1.220000029,0.610000014,7.429999828,7.789999962,2.49E+12,2.458866171,1032171383,14736255206,5700.855864,3.67,88.16810568,2010,Great Britain,304
62276270,31732553,30543717,12.7,9,11,19.61000061,1.110000014,0.550000012,7.690000057,7.539999962,2.42E+12,-4.58983765,-20345848263,16320299112,5643.128595,3.38,87.36773537,2009,Great Britain,305
61806995,31516343,30290652,12.9,9.4,11,22,1.080000043,0.730000019,9.409999847,5.619999886,2.93E+12,-3.462006441,-38779411765,19716911765,6015.726861,2.79,90.17869547,2008,Great Britain,306
61322463,31293296,30029168,12.6,9.4,11,22.19000053,1.370000005,0.75,9.430000305,5.260000229,3.09E+12,1.052843355,-28387354942,17388955582,6102.396768,1.84,89.61975501,2007,Great Britain,307
60846820,31072904,29773916,12.3,9.4,11,22.05999947,1.350000024,0.670000017,9.420000076,5.349999905,2.71E+12,-0.185962047,-10791168353,15492180313,6200.554113,1.55,88.6059099,2006,Great Britain,308
60401206,30867389,29533818,12,9.6,11,22.21999931,1.379999995,0.730000019,9.380000114,4.75,2.54E+12,2.428759899,26227272727,13887272727,6270.984059,1.35,88.15744775,2005,Great Britain,309
59987905,30678379,29309526,11.9,9.7,11,22.29999924,1.279999971,0.600000024,9.529999733,4.590000153,2.42E+12,2.46426258,19761991944,17678506042,6138.754137,1.14,88.61973186,2004,Great Britain,310
59647577,30526615,29120962,11.7,10.2,11,23.34000015,1.25,0.579999983,10.23999977,4.809999943,2.06E+12,2.904968123,23355102041,17472653061,6174.550896,0.93,88.82498255,2003,Great Britain,311
59370479,30406325,28964154,11.3,10.2,11,23.90999985,1.389999986,0.689999998,10.81000042,5.039999962,1.79E+12,2.775045836,20526079137,15938249400,6142.749834,0.97,88.53442838,2002,Great Britain,312
59119673,30296779,28822894,11.3,10.2,11,24.63999939,1.389999986,0.680000007,11.36999989,4.699999809,1.65E+12,2.092716463,8782208147,12563696560,6141.982551,0.85,87.82897536,2001,Great Britain,313
58892514,30197282,28695232,11.5,10.3,11,25.17000008,1.539999962,0.769999981,11.94999981,5.559999943,1.67E+12,3.47159934,4451505523,13658647299,6114.529259,0.96,88.41036373,2000,Great Britain,314
58682466,30105897,28576570,11.9,10.8,11,25.80999947,1.549999952,0.75999999,12.56000042,6.039999962,1.69E+12,1.57889191,-5879307555,14266299951,6007.484416,0.948917657,87.23515523,1999,Great Britain,315
58487141,30020559,28466582,12.3,10.8,11,26.67000008,1.720000029,0.920000017,13.10999966,6.199999809,1.66E+12,6.045797166,5800412388,15498509440,5908.87149,1.029704324,86.77063541,1998,Great Britain,316
58316954,29946015,28370938,12.5,10.8,11,26.86000061,1.850000024,1.059999943,13.27999973,7.070000172,1.56E+12,7.398015157,-3223726261,14629993451,5831.957547,1.028479689,86.71951891,1997,Great Britain,317
58166950,29879838,28287113,12.6,10.9,11,27.42000008,1.950000048,1.159999967,13.96000004,8.18999958,1.42E+12,3.712068728,-4964773791,15076443058,5815.828404,0.943586897,87.56976162,1996,Great Britain,318
58019030,29811848,28207182,12.6,11.1,11,27.42000008,2.049999952,1.230000019,14.09000015,8.68999958,1.35E+12,0.627627017,-5529940035,16400504971,5575.808489,1.060229099,87.71102814,1995,Great Britain,319
57865745,29738839,28126906,13,10.8,11,27.78000069,2.079999924,1.159999967,14.31000042,9.649999619,1.14E+12,5.526771995,-2109951025,14575603000,5380.264265,1.021428484,87.79003822,1994,Great Britain,320
57718614,29668038,28050576,13.2,11.4,11,29.38999939,2.049999952,1.080000043,15.81000042,10.35000038,1.06E+12,3.846871328,-6020373425,13121546191,5491.989118,0.775204971,87.79016543,1993,Great Britain,321
57580402,29600247,27980155,13.6,11,11,29.86000061,2.109999895,1.139999986,16.12999916,9.770000458,1.18E+12,2.271589162,-5432537733,14455210600,5452.393333,0.840737796,89.21274479,1992,Great Britain,322
57424897,29521874,27903023,13.8,11.3,11,30.42000008,2.160000086,1.190000057,16.44000053,8.550000191,1.14E+12,-0.690631632,-8827185185,14119730159,5451.677171,0.608264131,90.1991746,1991,Great Britain,323
57247586,29430816,27816770,13.9,11.2,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.09E+12,1.17793625,-9331892756,13768473011,5356.57521,0.651133978,90.65258583,1990,Great Britain,324
57076711,29342658,27734053,13.6,11.5,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,9.27E+11,1.61182331,-5880935864,15953227650,5295.224527,3.063023691,89.92769081,1989,Great Britain,325
56928327,29265403,27662925,13.8,11.4,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,9.10E+11,5.30710489,-4294155105,15953227650,5232.737649,3.063023691,91.28950432,1988,Great Britain,326
56802050,29197428,27604622,13.7,11.3,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,7.45E+11,4.076142218,-4111642425,15953227650,5082.439806,3.063023691,92.3375625,1987,Great Britain,327
56681396,29131292,27550103,13.3,11.7,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,6.01E+11,5.095794783,-2491487833,15953227650,4953.653576,3.063023691,92.06996551,1986,Great Britain,328
56550268,29059522,27490745,13.3,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,4.89E+11,2.344622709,-3672693789,15953227650,4826.714526,3.063023691,91.89555163,1985,Great Britain,329
56422072,28988606,27433466,12.9,11.4,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,4.61E+11,2.032671168,-1882745411,15953227650,4597.739693,3.063023691,92.42253227,1984,Great Britain,330
56332848,28937208,27395640,12.8,11.7,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,4.90E+11,3.886825182,-2664373200,15953227650,4549.175288,3.063023691,92.95642334,1983,Great Britain,331
56313641,28923024,27390617,12.8,11.8,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,5.15E+11,2.122451605,-4705258560,15953227650,4480.335413,3.063023691,93.80622994,1982,Great Britain,332
56333829,28930335,27403494,13,11.7,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,5.41E+11,-1.357919893,-4290576768,15953227650,4572.953846,3.063023691,94.66282545,1981,Great Britain,333
56314216,28918046,27396170,13.4,11.7,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,5.65E+11,-1.539552914,-4884643272,15953227650,4683.932739,3.063023691,94.96889209,1980,Great Britain,334
56246951,28883344,27363607,13.1,12,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,4.39E+11,1.230215549,-2504987294,15953227650,4922.915733,3.063023691,95.23246879,1979,Great Britain,335
56196504,28859166,27337338,12.2,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,3.36E+11,5.018556137,-1092496644,15953227650,4729.849387,3.063023691,95.14016044,1978,Great Britain,336
56193492,28860651,27332841,11.7,11.7,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,2.63E+11,0.449188692,-1252300715,15953227650,4668.423169,3.063023691,94.81714574,1977,Great Britain,337
56211968,28875455,27336512,12,12.1,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,2.33E+11,1.462651728,320988319.9,15953227650,4587.688515,3.063023691,95.21395111,1976,Great Britain,338
56225800,28889090,27336711,12.4,11.8,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,2.42E+11,1.237956669,142763274.3,15953227650,4492.421629,3.063023691,95.86926243,1975,Great Britain,339
56229974,28898904,27331069,13.1,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,2.06E+11,-5.688875038,906089294.1,15953227650,4534.254275,3.063023691,95.65984102,1974,Great Britain,340
56194527,28890515,27304012,13.9,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.93E+11,3.973383828,843324350.8,15953227650,4671.718297,3.063023691,96.49958891,1973,Great Britain,341
56086065,28845477,27240589,14.9,12,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.70E+11,3.019482341,289592907.1,15953227650,4372.636946,3.063023691,96.19949134,1972,Great Britain,342
55896223,28759083,27137139,16.1,11.5,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.48E+11,1.053688961,453217327.8,15953227650,4254.652412,3.063023691,96.41644847,1971,Great Britain,343
55663250,28650499,27012750,16.2,11.8,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.31E+11,1.85252474,515553155.7,15953227650,4166.932402,3.063023691,96.48387396,1970,Great Britain,344
55441750,28546014,26895736,16.6,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.16E+11,1.85252474,-8024141456,15953227650,4006.330969,3.063023691,95.98615961,1969,Great Britain,345
55211700,28437297,26774403,17.2,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.08E+11,1.85252474,-8024141456,15953227650,3762.590176,3.063023691,96.17444742,1968,Great Britain,346
54943600,28310001,26633598,17.5,11.2,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.13E+11,1.85252474,-8024141456,15953227650,3506.887062,3.063023691,96.4875454,1967,Great Britain,347
54648500,28168529,26479971,17.9,11.8,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.09E+11,1.85252474,-8024141456,15953227650,3425.803087,3.063023691,96.8766933,1966,Great Britain,348
54348050,28024396,26323655,18.3,11.6,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,1.02E+11,1.85252474,-8024141456,15953227650,3330.18388,3.063023691,97.61702311,1965,Great Britain,349
54000000,27856762,26143238,18.8,11.3,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,94407558351,1.85252474,-8024141456,15953227650,3127.462963,3.063023691,98.60649719,1964,Great Britain,350
53650000,27689292,25960708,18.5,12.2,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,86561961812,1.85252474,-8024141456,15953227650,3002.087605,3.063023691,98.86813184,1963,Great Britain,351
53250000,27496932,25753068,18.3,11.9,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,81247564157,1.85252474,-8024141456,15953227650,2780.657277,3.063023691,99.20776193,1962,Great Britain,352
52800000,27280397,25519603,17.9,12,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,77741965703,1.85252474,-8024141456,15953227650,2553.693182,3.063023691,99.36837578,1961,Great Britain,353
52400000,27090467,25309533,17.5,11.5,11,23.13892848,1.468214282,0.795357144,10.62607145,6.553928563,73233967692,1.85252474,-8024141456,15953227650,2412.137405,3.063023691,99.4647102,1960,Great Britain,354
57339635,29517286,27822349,21.137,8.765,9,23.12999916,5.159999847,3.880000114,11.61999989,24.21999931,4.04E+11,-0.146706852,-11288811310,9158617157,3852.709788,10.19,87.40752773,2018,South Africa,355
56641209,29175940,27465269,20.643,8.802,9,23.34000015,5.28000021,3.769999981,12.21000004,23.98999977,3.81E+11,2.347842464,-10575832463,9512565346,3852.709788,10.45,87.40752773,2017,South Africa,356
56422274,29004108,27418165,20.25,8.924,9,23.32999992,5.570000172,3.880000114,11.90999985,24.02000046,3.24E+11,-1.373576174,-8291430980,7811956312,3852.709788,10.53,87.40752773,2016,South Africa,357
55876504,28721087,27155417,21.3,9.259,9,23.82999992,5.610000134,4.230000019,11.72999954,22.87000084,3.47E+11,1.273790716,-7943171747,7745421796,3852.709788,10.28,87.40752773,2015,South Africa,358
54729551,28228865,26500685,22.057,9.432,9,23.42000008,4.650000095,3.200000048,12.02999973,22.61000061,3.81E+11,0.08352653,-9453635056,8103329442,4183.82749,9.85,86.79143169,2014,South Africa,359
53873616,27837495,26036121,22.177,9.77,9,23.51000023,4.980000019,3.49000001,12.39999962,22.04000092,4.01E+11,0.055275936,-9691301735,7724469130,4270.810409,9.77,86.57530458,2013,South Africa,360
53145033,27493643,25651390,22.353,9.993,9,23.44000053,4.829999924,3.589999914,12.25,21.79000092,4.34E+11,0.479363063,-10883811009,8586837257,4340.367989,10.6,87.15523381,2012,South Africa,361
52443325,27164417,25278908,22.282,10.592,9,24.17000008,4.599999905,3.450000048,12.93999958,21.42000008,4.58E+11,1.36071952,-10719863382,9365149068,4528.050043,11.36,87.03964201,2011,South Africa,362
51784921,26857414,24927507,22.274,11.257,9,24.39999962,4.849999905,3.769999981,13.01000023,23.18000031,4.17E+11,2.30000529,-8131317270,8797168893,4492.77503,11.77,87.46124141,2010,South Africa,363
51170779,26570865,24599914,22.664,11.947,9,25.25,5.050000191,3.619999886,13.10000038,20.51000023,3.30E+11,3.541489101,-6627447278,7912411662,4368.117984,10.97,87.67566973,2009,South Africa,364
50565812,26287724,24278088,24.08,12.543,9,25.77000046,5.570000172,4.119999886,13.10000038,19.51000023,3.16E+11,-4.329075164,-8942405462,8132463758,4592.628711,11.55,88.14866881,2008,South Africa,365
49996094,26023987,23972107,22.629,12.973,9,25.88999939,6.010000229,4.460000038,13.09000015,19.54299927,3.33E+11,2.178835627,-9767791751,7846971471,4766.652371,10.36,87.71745546,2007,South Africa,366
49491756,25795511,23696246,22.455,13.234,9,26.04000092,6.5,4.909999847,13.27000046,19.63500023,3.04E+11,5.470692069,-5135494351,6232115159,4626.305844,10.74,87.11379816,2006,South Africa,367
49017147,25583854,23433293,21.913,13.177,9,26.25,7.019999981,5.389999866,13.60999966,19.74399948,2.89E+11,6.135906221,-4941581621,6023248832,4529.414982,10.98,87.15671805,2005,South Africa,368
48556071,25379489,23176582,21.261,12.947,9,26.42000008,7.570000172,5.889999866,13.92000008,19.86599922,2.56E+11,3.226453252,-4311345728,6169329752,4470.378174,12.29,86.99483553,2004,South Africa,369
48104048,25178665,22925383,20.473,12.657,9,26.60000038,8.140000343,6.409999847,14.14999962,20.01499939,1.97E+11,4.910551765,-4609435933,5228872936,4428.504645,13.05,86.02328015,2003,South Africa,370
47661514,24979734,22681781,20.04,11.784,9,26.77000046,8.710000038,6.900000095,14.31000042,20.08799934,1.29E+11,6.283984809,-2789188574,3817099699,4385.278235,13.88,84.89834277,2002,South Africa,371
47229714,24781908,22447806,20.392,10.871,9,26.98999977,9.319999695,7.639999866,14.71000004,20.21699905,1.35E+11,1.189428414,-3737397203,3808892278,4151.052026,15.62,85.6780845,2001,South Africa,372
46813266,24591889,22221377,20.705,10.174,9,27.25,9.930000305,8.300000191,14.96000004,20.26600075,1.52E+11,4.694177671,-3173578489,3967968184,4399.393967,16.25,84.24342648,2000,South Africa,373
46364681,24387653,21977029,21.848,9.738,9,27.32999992,10.27999973,8.630000114,15.17000008,20.41900063,1.52E+11,-0.214203249,-3208282183,4312766118,4275.582097,18.22132003,84.65273181,1999,South Africa,374
45852166,24148681,21703485,22.41,9.335,9,27.48999977,10.53999996,8.880000114,15.40999985,20.57299995,1.53E+11,-0.392512358,-3163359441,4641766366,4388.887539,17.27249004,84.45705296,1998,South Africa,375
45285048,23879335,21405714,23.29,8.949,9,27.62000084,10.73999977,9.079999924,15.56999969,20.59499931,1.69E+11,1.827426123,-3221354167,5518601259,4574.026288,17.10719134,84.90715771,1997,South Africa,376
44661603,23507455,21154148,25.214,8.691,9,27.76000023,10.94999981,9.25,15.72999954,20.62700081,1.63E+11,2.288026846,-3112134534,5577128835,4450.892638,17.4377706,84.99355588,1996,South Africa,377
43986084,23025116,20960968,26.457,8.382,9,27.94000053,11.13000011,9.43999958,15.93000031,20.75,1.72E+11,3.583015966,-2874748422,5360861404,3916.511413,18.11307968,86.30137004,1995,South Africa,378
43267982,22522796,20745186,27.065,8.231,9,28.09000015,11.27000046,9.520000458,16.07999992,20.82799911,1.54E+11,0.286280491,-2421707784,5765086966,3814.229191,18.56288156,86.15283213,1994,South Africa,379
42525440,22006067,20519374,27.866,8.052,9,28.23999977,11.39000034,9.649999619,16.22999954,20.97100067,1.47E+11,13.82470508,-2662423111,5037914833,3749.70841,18.58595006,86.6501108,1993,South Africa,380
41760755,21471959,20288796,28.723,7.944,9,28.39999962,11.47999954,9.760000229,16.39999962,21.1590004,1.47E+11,0.052642825,-2945652174,4627980365,3701.465646,18.36321702,85.15415756,1992,South Africa,381
40910959,20972094,19938864,30.127,8.017,9,28.54999924,11.51000023,9.779999733,16.52000046,21.19400024,1.35E+11,0.303048335,-3208271466,5061384131,3806.168416,17.46611882,86.27079087,1991,South Africa,382
39877570,20454959,19422611,31.146,8.031,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,1.26E+11,-3.094781067,-4267348625,4760909371,3911.672652,16.62782171,86.15600715,1990,South Africa,383
38668684,19858547,18810138,33.297,8.162,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,1.08E+11,-0.173911034,-3369457358,4753539084,3968.818799,13.73268417,85.75874843,1989,South Africa,384
37393853,19231343,18162510,34.899,8.235,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,1.04E+11,0.253041203,-3172246799,4957625301,3994.239374,13.73268417,87.16735249,1988,South Africa,385
36119333,18604223,17515110,36.225,8.439,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,96535747615,2.921570274,-3116844845,4466036902,3964.552723,13.73268417,88.55550626,1987,South Africa,386
34877834,17993069,16884765,36.482,8.517,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,73354782109,-4.856263804,-2945692219,3022277591,4039.069628,13.73268417,88.04374173,1986,South Africa,387
33752964,17243333,16509631,35.73,8.715,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,64459376104,-8.844539222,-2570585663,2762628020,3986.760985,13.73268417,88.77537664,1985,South Africa,388
32768207,16431317,16336890,35.231,8.902,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,84870134619,5.934250308,-2993335153,3358690145,3920.873669,13.73268417,89.34912924,1984,South Africa,389
31865176,15739461,16125715,34.604,9.075,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,96204110959,-0.977155637,-3356969752,3514944799,3685.904638,13.73268417,90.2656956,1983,South Africa,390
31022417,15130329,15892088,34.366,9.298,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,85904070614,-2.508976136,-3127602211,4039359039,3644.815941,13.73268417,90.50629182,1982,South Africa,391
30232561,14600980,15631582,33.886,9.539,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,93141478235,-1.972933645,-3579165186,5059373902,3569.429662,13.73268417,89.88170228,1981,South Africa,392
29463549,14186385,15277164,34.29,9.81,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,89411894561,7.045163937,-3325485114,4742989194,3410.960438,13.73268417,89.02954741,1980,South Africa,393
28697014,13862168,14834845,34.541,10.011,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,63038687893,0.636965969,-2339604656,3153122011,3228.558902,13.73268417,88.73553321,1979,South Africa,394
27943445,13549026,14394419,34.776,10.223,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,51607399958,2.158097645,-1952699998,2880749998,3018.131802,13.73268417,89.06793066,1978,South Africa,395
27199838,13245666,13954172,35.375,10.494,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,45328399963,-2.99058603,-1737649999,2638099998,2880.605392,13.73268417,89.02464697,1977,South Africa,396
26480300,12931705,13548594,36.175,10.782,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,41150449966,-4.296609228,-1501899999,2288499998,2815.300431,13.73268417,89.22440371,1976,South Africa,397
25777964,12610329,13167635,36.95,11.075,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,42906919870,-8.467988457,-1538861482,2713967481,2687.023692,13.73268417,88.77912328,1975,South Africa,398
25077016,12297952,12779064,37.58,11.318,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,41389185875,3.127517403,-1249490410,2968459549,2574.548742,13.73268417,89.1592604,1974,South Africa,399
24382513,11991274,12391239,38.296,11.563,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,33262767311,10.79771285,-925126569.9,1969856731,2455.448296,13.73268417,89.42289398,1973,South Africa,400
23698507,11690167,12008340,38.744,11.827,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,24515911652,1.27378044,-702461651.9,1508991697,2347.194277,13.73268417,89.17889814,1972,South Africa,401
23031441,11392269,11639172,39.195,12.018,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,23411079378,1.217137661,-655745116.4,1459697018,2204.291082,13.73268417,89.63653785,1971,South Africa,402
22368306,11070685,11297621,39.376,12.242,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,21218391522,1.217137661,-663599734.8,1219399513,3852.709788,13.73268417,87.40752773,1970,South Africa,403
21704214,10725797,10978417,39.665,12.474,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,19256992305,1.217137661,-599199760.6,1283799487,3852.709788,13.73268417,87.40752773,1969,South Africa,404
21050540,10385268,10665272,39.778,12.665,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,17124793157,1.217137661,-516599793.6,1222199512,3852.709788,13.73268417,87.40752773,1968,South Africa,405
20410677,10051232,10359445,39.947,12.822,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,15821393678,1.217137661,-449399820.4,1343999463,3852.709788,13.73268417,87.40752773,1967,South Africa,406
19789771,9726980,10062791,39.972,12.967,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,14211394321,1.217137661,-433999826.6,1094799563,3852.709788,13.73268417,87.40752773,1966,South Africa,407
19187194,9412255,9774939,40.014,13.097,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,13068994778,1.217137661,-415799833.9,971599611.8,3852.709788,13.73268417,87.40752773,1965,South Africa,408
18603097,9107018,9496079,40.072,13.275,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,11955995223,1.217137661,-375199850.1,914199634.7,3852.709788,13.73268417,87.40752773,1964,South Africa,409
18042215,8813888,9228327,40.028,13.446,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,10854195663,1.217137661,-323399870.8,958999616.8,3852.709788,13.73268417,87.40752773,1963,South Africa,410
17503133,8532023,8971110,39.963,13.617,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,9813996079,1.217137661,-323399870.8,879199648.7,3852.709788,13.73268417,87.40752773,1962,South Africa,411
16989464,8263745,8725719,39.911,13.81,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,9225996313,1.217137661,-372399851.2,859599656.5,3852.709788,13.73268417,87.40752773,1961,South Africa,412
16520441,8017980,8502461,39.52,14.073,9,25.9721429,7.808571475,6.246071407,13.97714281,21.16607148,8748596504,1.217137661,-330399868,790999683.9,3852.709788,13.73268417,87.40752773,1960,South Africa,413
