Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country,ID
1036825000,509130952,527694048,19.9,6.82,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,2.60E+11,8.87703117,1274863571,81986338179,336.4116413,21.69101243,71.16390607,1984,China,153
1023310000,502474257,520835742,20.19,6.9,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,2.31E+11,8.87703117,876574942.5,75130342134,317.0202578,21.69101243,69.60648101,1983,China,154
1008630000,495239625,513390374,22.28,6.6,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,2.05E+11,8.87703117,271595419.8,67240100092,299.1979219,21.69101243,68.8731857,1982,China,155
993885000,487970075,505914924,20.91,6.36,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.96E+11,8.87703117,-83333333.33,61336696048,285.8177757,21.69101243,68.38124887,1981,China,156
981235000,481713423,499521578,18.21,6.34,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.91E+11,8.87703117,-12817029776,56645039529,281.6246873,21.69101243,69.07472949,1980,China,157
969005000,475655113,493349888,17.82,6.21,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.78E+11,8.87703117,-12817029776,54737987765,267.3742654,21.69101243,69.65960607,1979,China,158
956165000,469289080,486875919,18.25,6.25,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.50E+11,8.87703117,-12817029776,41400982232,246.5557723,21.69101243,69.63723212,1978,China,159
943455000,462982313,480472686,18.93,6.87,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.75E+11,8.87703117,-12817029776,50715900528,220.6570531,21.69101243,67.4793439,1977,China,160
930685000,456651788,474033212,19.91,7.25,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.54E+11,8.87703117,-12817029776,49814566807,204.0303647,21.69101243,65.07885894,1976,China,161
916395000,449579425,466815575,23.01,7.32,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.63E+11,8.87703117,-12817029776,52220668889,199.0397154,21.69101243,64.43581417,1975,China,162
900350000,441653688,458696311,24.82,7.34,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.44E+11,8.87703117,-12817029776,48194982664,174.2333537,21.69101243,61.43695949,1974,China,163
881940000,432591471,449348529,27.93,7.04,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.39E+11,8.87703117,-12817029776,45616768875,175.933737,21.69101243,61.32466204,1973,China,164
862030000,422812169,439217831,29.77,7.61,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,1.14E+11,8.87703117,-12817029776,36853592268,163.9119288,21.69101243,60.85957398,1972,China,165
841105000,412540476,428564524,30.65,7.32,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,99800958648,8.87703117,-12817029776,33564871232,151.9893473,21.69101243,59.89934276,1971,China,166
818315000,401346258,416968741,33.43,7.6,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,92602973434,8.87703117,-12817029776,32224388659,1080.455213,21.69101243,76.19176385,1970,China,167
796025000,390378367,405646633,34.11,8.03,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,79705906247,8.87703117,-12817029776,29904947599,1080.455213,21.69101243,76.19176385,1969,China,168
774510000,379774515,394735485,35.59,8.21,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,70846535056,8.87703117,-12817029776,29502802827,1080.455213,21.69101243,76.19176385,1968,China,169
754550000,369907738,384642262,33.96,8.43,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,72881631327,8.87703117,-12817029776,29011292550,1080.455213,21.69101243,76.19176385,1967,China,170
735400000,360413808,374986192,35.05,8.83,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,76720285970,8.87703117,-12817029776,28523844342,1080.455213,21.69101243,76.19176385,1966,China,171
715185000,350380356,364804644,37.88,9.5,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,70436266147,8.87703117,-12817029776,26448127386,1080.455213,21.69101243,76.19176385,1965,China,172
698355000,341994742,356360258,39.14,11.5,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,59708343489,8.87703117,-12817029776,22706962385,1080.455213,21.69101243,76.19176385,1964,China,173
682335000,334009147,348325853,43.37,10.04,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,50706799903,8.87703117,-12817029776,20208790316,1080.455213,21.69101243,76.19176385,1963,China,174
665770000,325743240,340026760,37.01,10.02,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,47209359006,8.87703117,-12817029776,18405231944,1080.455213,21.69101243,76.19176385,1962,China,175
660330000,322879907,337450093,18.02,14.24,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,50056868958,8.87703117,-12817029776,17917783735,1080.455213,21.69101243,76.19176385,1961,China,176
667070000,325931004,341138996,20.86,25.43,9,25.31821428,43.16678531,39.24071421,24.51000016,3.929642822,59716467625,8.87703117,-12817029776,13839467057,1080.455213,21.69101243,76.19176385,1960,China,177
126811000,65140618,61670382,7.4,11,9,24.43000031,3.49000001,3.019999981,14.14000034,2.470000029,5.04E+12,-0.66025738,1.93E+11,52615764504,5651.90147,7.22,88.65398467,2018,Japan,178
126972000,65206949,61765051,7.6,10.8,9,24.62999916,3.440000057,2.99000001,14.14999962,2.819999933,4.93E+12,1.817320671,1.82E+11,55641568300,5651.90147,6.92,88.65398467,2017,Japan,179
127076000,65245704,61830297,7.8,10.5,9,24.70000076,3.5,3.049999952,14.21000004,3.130000114,5.00E+12,0.905994112,1.74E+11,56290438047,5651.90147,6.39,88.65398467,2016,Japan,180
127141000,65267090,61873910,8,10.3,9,24.96999931,3.630000114,3.220000029,14.47000027,3.390000105,4.44E+12,4.050868834,1.75E+11,45965919991,5651.90147,6.16,93.02645511,2015,Japan,181
127276000,65324683,61951317,8,10.1,9,25.07999992,3.690000057,3.299999952,14.38000011,3.589999914,4.90E+12,0.429798817,1.82E+11,48803725389,7819.714636,5.58,94.4074689,2014,Japan,182
127445000,65398896,62046104,8.2,10.1,9,25.26000023,3.75,3.390000105,14.35999966,4.039999962,5.21E+12,2.895502246,1.79E+11,55600834051,7988.58331,5.05,94.63330153,2013,Japan,183
127629000,65480007,62148992,8.2,10,9,25.27000046,3.869999886,3.539999962,14.38000011,4.360000134,6.27E+12,1.928922128,1.73E+11,70429476441,7998.346771,4.68,94.62155285,2012,Japan,184
127833000,65569426,62263573,8.3,9.9,9,25.34000015,3.970000029,3.710000038,14.52000046,4.550000191,6.23E+12,-0.892375681,1.81E+11,67334928823,8099.598695,4.82,89.76594207,2011,Japan,185
128070000,65672237,62397763,8.5,9.5,9,25.55999947,4.070000172,3.900000095,14.81000042,5.099999905,5.76E+12,5.091844077,1.53E+11,63826702875,8594.909034,4.66,80.91095442,2010,Japan,186
128047000,65637199,62409801,8.5,9.1,9,26.14999962,4.210000038,4.099999905,15.31000042,5.070000172,5.29E+12,-5.484416137,1.33E+11,57249057124,8020.273806,4.51,81.22805604,2009,Japan,187
128063000,65618491,62444510,8.7,9.1,9,27.19000053,4.25,4.230000019,16.46999931,4,5.11E+12,-4.680034649,1.37E+11,53829594764,8270.007731,4.44,83.21545458,2008,Japan,188
128001000,65557955,62443045,8.63,8.71,9,27.5,4.309999943,4.329999924,16.87000084,3.890000105,4.58E+12,1.072092831,1.40E+11,48241453545,8710.025703,4.29,83.48271492,2007,Japan,189
127854000,65451729,62402271,8.65,8.53,9,27.73999977,4.389999866,4.440000057,17.20000076,4.190000057,4.60E+12,0.44283996,1.23E+11,49812853560,8542.478139,4.43,81.4531167,2006,Japan,190
127773000,65374871,62398129,8.41,8.53,9,27.97999954,4.460000038,4.550000191,17.56999969,4.449999809,4.83E+12,1.207071446,1.07E+11,53708008296,8539.010589,4.02,81.61186176,2005,Japan,191
127761000,65330634,62430367,8.69,8.05,9,28.43000031,4.559999943,4.679999828,18.15999985,4.730000019,4.89E+12,2.449909384,94459900363,60232177682,8393.257723,4.26,82.70647334,2004,Japan,192
127718000,65270637,62447363,9.2,8.4,9,29.14999962,4.639999866,4.820000172,18.94000053,5.25,4.52E+12,1.598443382,73021171620,58710381382,8164.933682,4.19,84.31138174,2003,Japan,193
127445000,65093948,62351052,9.3,8.1,9,29.94000053,4.71999979,4.960000038,19.73999977,5.389999866,4.18E+12,-0.837495862,61046511628,57576482598,8266.099102,3.71,81.83018977,2002,Japan,194
127149000,64907199,62241801,9.3,7.7,9,30.70000076,4.909999847,5.28000021,20.77000046,5.019999981,4.37E+12,0.24866073,68013451944,59824453278,8162.014644,3.5,80.60163834,2001,Japan,195
126843000,64716290,62126711,9.4,7.7,9,31.42000008,5.090000153,5.550000191,21.55999947,4.75,4.97E+12,2.540228146,71875507468,75413745586,8299.409506,3.7,80.67376563,2000,Japan,196
126631000,64573919,62057082,9.3,7.8,9,31.86000061,5.210000038,5.760000229,22.12999916,4.699999809,4.64E+12,-0.954030688,56921096897,73065874908,8147.38887,3.828786576,80.61843812,1999,Japan,197
126400000,64422022,61977978,9.6,7.5,9,32.22000122,5.300000191,5.96999979,22.77000046,4.099999905,4.10E+12,-2.00134185,50613687910,65708569477,8003.955696,4.045356051,79.39872966,1998,Japan,198
126057000,64215271,61841728,9.5,7.3,9,33.25999832,5.369999886,6.019999981,24.25,3.400000095,4.49E+12,-0.085023112,58962285593,68640699425,7991.00407,4.072127493,80.35858715,1997,Japan,199
125757000,64033555,61723445,9.6,7.1,9,33.43000031,5.519999981,6.260000229,24.65999985,3.400000095,4.92E+12,2.313789315,59363425511,81409939961,7835.41274,3.839358437,81.21932811,1996,Japan,200
125472000,63859897,61612103,9.54,7.41,9,33.70000076,5.699999809,6.489999771,25.09000015,3.200000048,5.55E+12,3.237719472,47119060681,91226201260,7693.692617,3.917188521,81.47549791,1995,Japan,201
125178000,63683139,61494860,10,7.1,9,34.18999863,5.809999943,6.579999924,25.81999969,2.900000095,5.00E+12,-0.549133437,41563364049,94582800921,7509.530429,3.567645778,82.68251329,1994,Japan,202
124829000,63480813,61348187,9.6,7.1,9,34.43999863,5.96999979,6.78000021,26.68000031,2.5,4.45E+12,-0.946102538,39645568527,62629666088,7077.361831,4.435606712,82.42967512,1993,Japan,203
124425000,63252136,61172864,9.8,6.9,9,34.77000046,6.420000076,7.289999962,27.44000053,2.200000048,3.91E+12,-0.527682214,33844105824,62629666088,7023.532248,4.197714901,83.95401954,1992,Japan,204
123964000,62995976,60968023,9.9,6.7,9,34.59000015,6.730000019,7.78000021,27.70000076,2.099999905,3.58E+12,1.88646491,25531766423,62629666088,7006.59869,4.730569218,83.88476789,1991,Japan,205
123478000,62728216,60749784,10,6.7,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,3.13E+12,4.578889348,24024725038,62629666088,6808.79185,4.550664024,84.55205339,1990,Japan,206
123069000,62501517,60567483,10.2,6.4,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,3.05E+12,4.498593168,23943133156,62629666088,6239.30478,4.61086268,84.91936201,1989,Japan,207
122578000,62236126,60341874,10.8,6.5,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,3.07E+12,6.821219348,21448018247,62629666088,5906.475877,4.61086268,84.73903951,1988,Japan,208
122069000,61963243,60105757,11.1,6.7,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,2.53E+12,3.409609752,16770201365,62629666088,5640.965356,4.61086268,83.4724417,1987,Japan,209
121482000,61650870,59831130,11.4,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,2.08E+12,3.430804529,9461796181,62629666088,5328.229697,4.61086268,84.56660031,1986,Japan,210
120837000,61309541,59527459,11.9,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.40E+12,6.466031816,6778437450,62629666088,5324.13913,4.61086268,84.96822914,1985,Japan,211
120083000,60913170,59169830,12.5,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.32E+12,3.500859277,4162553021,62629666088,5182.082393,4.61086268,87.10336968,1984,Japan,212
119307000,60505995,58801004,12.7,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.24E+12,1.856334425,2972906177,62629666088,4958.937866,4.61086268,87.43145523,1983,Japan,213
118480000,60074308,58405692,12.8,6,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.13E+12,2.766958514,1679803852,62629666088,4695.391627,4.61086268,88.51455278,1982,Japan,214
117661000,59648209,58012790,13,6.1,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.22E+12,2.445695779,-789440988.7,62629666088,4753.852169,4.61086268,90.74452145,1981,Japan,215
116807000,59206049,57600950,13.5,6.1,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.11E+12,-0.467662599,794740073.2,62629666088,4716.677939,4.61086268,91.32407256,1980,Japan,216
115890000,58735700,57154300,14.1,5.9,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.06E+12,1.666817622,1935207799,62629666088,4861.920787,4.61086268,92.61089091,1979,Japan,217
114913000,58239277,56673723,14.8,6,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.01E+12,6.170325108,838384417.2,62629666088,4669.497794,4.61086268,93.39450472,1978,Japan,218
113872000,57714402,56157599,15.4,6,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,7.21E+11,3.961915045,123254314.6,62629666088,4444.420051,4.61086268,95.52269976,1977,Japan,219
112775000,57165192,55609808,16.2,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,5.86E+11,3.662216118,-65412205.26,62629666088,4310.467746,4.61086268,94.9935628,1976,Japan,220
111573000,56567115,55005885,17,6.2,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,5.22E+11,3.162125493,-63359545.13,62629666088,4041.918744,4.61086268,95.47404891,1975,Japan,221
110162000,55868603,54293397,18.4,6.4,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,4.80E+11,-4.454084033,-340323398.4,62629666088,3967.084839,4.61086268,96.17244178,1974,Japan,222
108707000,55150574,53556426,19.4,6.6,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,4.32E+11,5.754704806,331622967.4,62629666088,4067.364567,4.61086268,97.34559991,1973,Japan,223
107188000,54398884,52789115,19.2,6.4,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,3.18E+11,6.291575466,188032397.4,62629666088,3737.265366,4.61086268,96.57390676,1972,Japan,224
105697000,53660202,52036797,19.1,6.5,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,2.40E+11,3.763307226,-146513761.8,62629666088,3415.688241,4.61086268,96.51399787,1971,Japan,225
103403000,52513428,50889572,18.7,6.9,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,2.13E+11,1.78720444,-272603713.9,62629666088,3251.356344,4.61086268,97.00480674,1970,Japan,226
102219000,51928754,50290247,18.5,6.8,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.72E+11,1.78720444,63869887245,62629666088,2889.873703,4.61086268,97.01007706,1969,Japan,227
101011000,51330606,49680393,18.7,6.8,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.47E+11,1.78720444,63869887245,62629666088,2514.57762,4.61086268,96.64255952,1968,Japan,228
99879000,50768868,49110132,19.4,6.7,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.24E+11,1.78720444,63869887245,62629666088,2272.750028,4.61086268,96.50803224,1967,Japan,229
98851000,50254891,48596109,13.8,6.8,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,1.06E+11,1.78720444,63869887245,62629666088,2003.014638,4.61086268,95.26393589,1966,Japan,230
97952000,49804697,48147303,18.7,7.1,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,90950278258,1.78720444,63869887245,62629666088,1792.714799,4.61086268,95.14102392,1965,Japan,231
96903000,49279989,47623010,17.8,6.9,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,81749006382,1.78720444,63869887245,62629666088,1692.414064,4.61086268,95.20367033,1964,Japan,232
95900000,48778588,47121412,17.4,7,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,69498131797,1.78720444,63869887245,62629666088,1520.333681,4.61086268,94.60904532,1963,Japan,233
94933000,48294311,46638689,17.1,7.5,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,60723018684,1.78720444,63869887245,62629666088,1330.411975,4.61086268,94.42113367,1962,Japan,234
94055000,47855063,46199936,17,7.4,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,53508617739,1.78720444,63869887245,62629666088,1257.774706,4.61086268,93.60324056,1961,Japan,235
93216000,47434416,45781584,17.3,7.6,9,29.06785713,4.677857127,4.856785749,19.23392868,3.881785725,44307342950,1.78720444,63869887245,62629666088,1101.74219,4.61086268,93.77638049,1960,Japan,236
37065084,18659541,18405543,10.1,7.7,10,19.56999969,1.49000001,0.939999998,8.460000038,5.829999924,1.73E+12,0.107327045,-29334899429,29328725610,13266.02012,21.99,78.22858225,2018,Canada,237
36545236,18406915,18138320,10.3,7.5,10,19.53000069,1.519999981,0.959999979,8.479999542,6.340000153,1.65E+12,3.947806731,-20974072081,31171032151,13266.02012,22.47,78.22858225,2017,Canada,238
36109487,18192222,17917265,10.6,7.4,10,19.67000008,1.580000043,0.99000001,8.510000229,7,1.53E+12,-0.211138437,-18668313909,28454713730,13266.02012,22.05,78.22858225,2016,Canada,239
35702908,17988513,17714395,10.7,7.4,10,19.92000008,1.639999986,1.019999981,8.550000191,6.909999847,1.56E+12,-3.530433171,-23844486212,29104161348,13266.02012,22.69,74.08906202,2015,Canada,240
35437435,17855282,17582153,10.8,7.3,10,20.18000031,1.710000038,1.059999943,8.609999657,6.909999847,1.81E+12,1.423772598,-29178622922,28649089979,15588.48715,22.49,73.19287432,2014,Canada,241
35082954,17680037,17402916,10.8,7.2,10,20.32999992,1.779999971,1.080000043,8.729999542,7.070000172,1.85E+12,1.440609647,-28124404589,34978830269,15750.81163,22.44,73.17351572,2013,Canada,242
34714222,17500980,17213242,11,7.1,10,20.45999908,1.75,1.110000014,9,7.289999962,1.83E+12,0.488209557,-32442609375,33118038446,15336.62486,22.17,74.43947915,2012,Canada,243
34339328,17318413,17020916,11,7.1,10,20.29000092,1.789999962,1.100000024,8.979999542,7.510000229,1.79E+12,3.218472292,-33872856855,31664131073,15644.54028,21.84,74.69174698,2011,Canada,244
34004889,17152260,16852629,11.1,7,10,20.14999962,1.809999943,1.110000014,8.539999962,8.06000042,1.62E+12,4.731097397,-31965433370,24150754719,15269.74548,21.88,75.38539269,2010,Canada,245
33628895,16962677,16666218,11.3,7.1,10,20.29000092,1.950000048,1.190000057,8.93999958,8.340000153,1.37E+12,-7.439923591,-23668970344,21305222640,15450.73069,22.5,75.06600051,2009,Canada,246
33247118,16769997,16477121,11.4,7.2,10,21.45999908,1.940000057,1.210000038,9.710000038,6.139999866,1.55E+12,0.099843857,-22817244611,27461105904,16377.4797,21.91,75.07600268,2008,Canada,247
32889025,16588348,16300676,11.2,7.1,10,21.67000008,2,1.309999943,10.21000004,6.039999962,1.47E+12,2.132138925,-21620891910,23312540732,16683.13366,21.84,74.73558379,2007,Canada,248
32571174,16427039,16144134,10.9,7,10,22.11000061,2.109999895,1.389999986,10.46000004,6.320000172,1.32E+12,2.621184119,-20994358251,22440937941,16508.33955,21.92,74.56307191,2006,Canada,249
32243753,16263117,15980635,10.6,7.1,10,22.69000053,2.119999886,1.350000024,10.80000019,6.760000229,1.17E+12,4.47054415,-23986631457,22058095395,16948.27522,21.99,75.74513789,2005,Canada,250
31940655,16112389,15828266,10.6,7.1,10,23.04999924,2.019999981,1.289999962,11.31999969,7.190000057,1.03E+12,3.037081674,-22129131437,22256725596,17264.73674,21.58,75.19713565,2004,Canada,251
31644028,15963984,15680044,10.6,7.1,10,22.96999931,2.109999895,1.320000052,11.32999992,7.570000172,8.96E+11,3.954539869,-22028406252,18386267932,17208.52352,21.18,76.54703877,2003,Canada,252
31360079,15821972,15538106,10.5,7.1,10,23.22999954,2.119999886,1.360000014,11.5,7.659999847,7.61E+11,2.029918917,-19246797935,15118842796,16960.63967,21.77,75.16336686,2002,Canada,253
31020902,15654835,15366067,10.8,7.1,10,23.05999947,2.160000086,1.340000033,11.30000019,7.21999979,7.39E+11,0.176516331,-20807722107,15650826446,16840.19375,21.53,76.15495344,2001,Canada,254
30685730,15492171,15193559,10.7,7.1,10,23.29000092,2.519999981,1.649999976,11.44999981,6.829999924,7.45E+11,5.497734376,-19541445021,15578075550,17037.07228,22.04,76.10257181,2000,Canada,255
30401286,15353410,15047875,11.1,7.2,10,23.12000084,2.809999943,1.940000057,11.48999977,7.579999924,6.78E+11,4.612869921,-22834354176,14899374032,16678.9326,21.70508086,75.63775473,1999,Canada,256
30155173,15229531,14925642,11.4,7.2,10,23.12000084,2.99000001,2.059999943,11.43999958,8.279999733,6.34E+11,1.437617659,-21331311089,13741152679,16435.78699,21.52403671,75.88275618,1998,Canada,257
29905948,15103624,14802324,11.7,7.2,10,23.05999947,3.00999999,2.039999962,11.42000008,9.100000381,6.55E+11,3.756412125,-20318503539,14013433483,16653.67705,21.31115038,74.7361058,1997,Canada,258
29610218,14956383,14653835,12.4,7.2,10,22.75,3.109999895,2.089999914,11.09000015,9.619999886,6.29E+11,0.452225557,-20951961863,23492821748,16607.20634,21.57923752,73.23708495,1996,Canada,259
29302311,14799796,14502515,12.9,7.2,10,22.93000031,3.150000095,2.119999886,11.25,9.489999771,6.04E+11,2.700940219,-20874380647,23492821748,16532.38204,21.92357632,72.52018144,1995,Canada,260
29000663,14643061,14357602,13.3,7.1,10,22.67000008,3.349999905,2.299999952,10.88000011,10.39999962,5.78E+11,3.145239775,-20771821910,23492821748,16388.2805,21.69269302,71.6982666,1994,Canada,261
28684764,14478794,14205971,13.5,7.1,10,22.51000023,3.480000019,2.369999886,10.89999962,11.38000011,5.77E+11,1.420511917,-19681420045,23492821748,16320.1273,21.80305888,72.57768592,1993,Canada,262
28371264,14312897,14058366,14.1,6.9,10,23.18000031,3.450000048,2.289999962,11.64000034,11.19999981,5.92E+11,-1.671792781,-21307189542,23492821748,16164.41904,21.92998463,73.43636302,1992,Canada,263
28037420,14138442,13898978,14.4,7,10,23.87999916,3.49000001,2.390000105,11.81999969,10.31999969,6.10E+11,-2.332064395,-20299380292,23492821748,16181.58875,22.19784052,72.29038202,1991,Canada,264
27691138,13963399,13727739,15,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,5.94E+11,-2.022572557,-21448405896,23492821748,16167.37456,22.02075369,73.60549156,1990,Canada,265
27276781,13751532,13525249,14.9,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,5.65E+11,0.834689914,-19502533784,23492821748,16464.03951,21.92991078,75.05195139,1989,Canada,266
26791747,13500396,13291351,14.5,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,5.07E+11,3.479025573,-16490615097,23492821748,16389.3381,21.92991078,74.02295139,1988,Canada,267
26446601,13321982,13124619,14.4,7.2,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,4.31E+11,1.989729692,-13352187029,23492821748,15798.28727,21.92991078,73.79490756,1987,Canada,268
26100278,13145756,12954522,14.5,7.2,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.77E+11,1.790932682,-12754947823,23492821748,15363.39958,21.92991078,73.56401829,1986,Canada,269
25842116,13012495,12829620,14.9,7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.65E+11,3.820606159,-11191504943,23492821748,14857.25859,21.92991078,75.4065927,1985,Canada,270
25607053,12887917,12719137,15,7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.55E+11,4.420329964,-11039301984,23492821748,14343.39203,21.92991078,76.84892407,1984,Canada,271
25366451,12759260,12607190,15,7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.41E+11,1.681951454,-10017851347,23492821748,13457.06579,21.92991078,77.00906144,1983,Canada,272
25116942,12625723,12491219,15.1,7.1,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.14E+11,-3.287546891,-10867309719,23492821748,12981.07867,21.92991078,79.06654511,1982,Canada,273
24819915,12468647,12351269,15.3,7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,3.06E+11,3.749318158,-10259404454,23492821748,13239.40876,21.92991078,79.51384386,1981,Canada,274
24515667,12308181,12207486,15.4,7.1,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,2.74E+11,-0.051027997,-7413179097,23492821748,12803.97551,21.92991078,80.56398301,1980,Canada,275
24201544,12142187,12059357,15.4,7,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,2.43E+11,-1.285698351,-6606815776,23492821748,12422.76113,21.92991078,81.42941615,1979,Canada,276
23963203,12011533,11951670,15.2,7.1,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,2.19E+11,1.647791471,-5417906549,23492821748,12269.0193,21.92991078,81.22728546,1978,Canada,277
23725843,11879181,11846663,15.5,7.1,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,2.12E+11,0.430474028,-4471158439,23492821748,11797.26259,21.92991078,82.51579585,1977,Canada,278
23449808,11727923,11721886,15.6,7.2,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,2.07E+11,4.303328119,-3717961460,23492821748,11075.95423,21.92991078,83.3043131,1976,Canada,279
23143275,11562890,11580385,15.8,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,1.74E+11,1.038144673,-2638355289,23492821748,10466.58262,21.92991078,84.0544383,1975,Canada,280
22807969,11386049,11421920,15.4,7.4,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,1.60E+11,1.664781495,-2383615542,23492821748,10804.6008,21.92991078,82.20550435,1974,Canada,281
22491777,11220294,11271483,15.6,7.4,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,1.31E+11,5.977839594,-1832449755,23492821748,10241.92086,21.92991078,82.79334872,1973,Canada,282
22218463,11074818,11143645,15.9,7.4,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,1.13E+11,5.37697668,-1508011920,23492821748,9803.558419,21.92991078,84.02431778,1972,Canada,283
21962032,10944078,11017954,16.8,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,99271961775,1.831687409,-1462006338,23492821748,9166.683666,21.92991078,84.1541543,1971,Canada,284
21324000,10633366,10690634,17.4,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,87896095320,1.648083824,-1299501388,23492821748,8962.202213,21.92991078,84.66224173,1970,Canada,285
21028000,10486530,10541470,17.6,7.3,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,79148411662,1.648083824,-16924339690,23492821748,8532.908503,21.92991078,85.26079335,1969,Canada,286
20744000,10337254,10406746,17.6,7.4,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,71829810520,1.648083824,-16924339690,23492821748,8030.418434,21.92991078,85.7581427,1968,Canada,287
20412000,10166027,10245973,18.2,7.4,10,21.82642862,2.319999984,1.51357142,10.2432142,7.869999988,65668655501,1.648083824,-16924339690,23492821748,7630.168528,21.92991078,85.79769943,1967,Canada,288
